review_id,product_id,customer_id,rating,review_text,review_date,helpful_votes
REV-CC27FCEC,PROD-661FE965,CUST-B1E36108,5,Perfect fit and great build quality.,2023-09-14,7
REV-00F02175,PROD-51E64CDE,CUST-D4475EDD,4,"Solid product, would recommend.",2023-08-20,4
REV-EA1F3D78,PROD-9A5F63AA,CUST-0D4667F7,1,Complete waste of money.,2024-12-24,15
REV-213BBC90,PROD-8D72CF50,CUST-FB50AA4B,3,Okay for the price.,2022-10-15,43
REV-B1C95133,PROD-8B0DE042,CUST-140A8881,4,"Very good product, minor packaging issue.",2022-08-14,13
REV-12E8C208,PROD-864E4B64,CUST-0D4F229C,5,Exceeded my expectations completely.,2024-11-29,26
REV-15625F91,PROD-3CD1952C,CUST-BF0C6036,4,"Very good product, minor packaging issue.",2022-09-05,30
REV-ECFE5464,PROD-A80DF571,CUST-C20FD74D,5,"Top quality product, fast delivery.",2022-11-01,40
REV-12868201,PROD-6EA27620,CUST-DFD75988,3,Decent quality.,2023-03-28,1
REV-E809DBD0,PROD-AB1FF945,CUST-C8E8D38C,4,Good value for money.,2022-08-04,29
REV-070A8781,PROD-A7D1FB77,CUST-CC1B13F4,3,Decent quality.,2023-08-19,19
REV-A9FF0E8E,PROD-51E64CDE,CUST-D4D849B7,2,Disappointed with the quality.,2022-09-21,35
REV-A6591D78,PROD-99030BD0,CUST-CFD93DA1,4,"Works as described, happy with it.",2023-06-24,13
REV-1B386F2B,PROD-CD51CEBB,CUST-FBC46F20,2,Okay but overpriced.,2024-06-22,41
REV-FA188DDD,PROD-A80DF571,CUST-8116ACAC,4,Good value for money.,2023-05-31,37
REV-4853D85C,PROD-6D2426CB,CUST-70B308FB,5,Perfect fit and great build quality.,2023-06-20,16
REV-CC9C7122,PROD-97EA55D8,CUST-C3B49F47,5,Absolutely love it! Best purchase ever.,2022-06-27,13
REV-EEFC84F9,PROD-7D011775,CUST-65E79A70,5,Absolutely love it! Best purchase ever.,2022-12-01,47
REV-C7C63B5E,PROD-8EA520A4,CUST-7212DDAD,5,Exceeded my expectations completely.,2024-09-29,50
REV-8DA7C931,PROD-44834CB1,CUST-C668B17A,5,"Top quality product, fast delivery.",2024-11-13,35
REV-F8E8482C,PROD-8F134EA0,CUST-DA6736B5,4,"Works as described, happy with it.",2024-01-08,0
REV-AAE8A642,PROD-0E7593BC,CUST-7D897851,3,Okay for the price.,2022-08-07,16
REV-6E83684A,PROD-66419DA1,CUST-B1E36108,5,Absolutely love it! Best purchase ever.,2023-06-18,43
REV-23E76F02,PROD-CD51CEBB,CUST-28EF754F,4,"Works as described, happy with it.",2022-10-31,22
REV-9C20FBFF,PROD-53B9F729,CUST-C76EB422,2,Had some issues out of the box.,2023-11-21,33
REV-0DB7EA4E,PROD-9A5F63AA,CUST-FE4A92BE,4,"Very good product, minor packaging issue.",2022-10-16,44
REV-38FB2F2C,PROD-6A13D41F,CUST-EEB3F9BB,1,Terrible customer support.,2023-03-20,15
REV-382104E2,PROD-8BC4BBBB,CUST-FBC1EF25,4,"Very good product, minor packaging issue.",2023-11-09,12
REV-F0B4DEB0,PROD-DF356D3A,CUST-BB544E12,2,Okay but overpriced.,2023-10-28,3
REV-3630ACCB,PROD-6ACBDFF5,CUST-547D1D86,2,"Not as described, expected better.",2022-08-27,19
REV-93788BE9,PROD-31695DC7,CUST-A9A9D366,3,"Average product, nothing special.",2022-08-06,16
REV-2A441DDB,PROD-465980E0,CUST-CF3E83AC,3,Gets the job done but could be better.,2022-11-22,40
REV-19494C9A,PROD-6A13D41F,CUST-70B308FB,2,Disappointed with the quality.,2023-12-14,29
REV-8BCC4F47,PROD-A80DF571,CUST-0CDCC963,2,Had some issues out of the box.,2024-03-08,33
REV-35A195E6,PROD-97EA55D8,CUST-72D241B0,3,Decent quality.,2024-07-19,29
REV-C2DDDD9B,PROD-6C8C7B4E,CUST-80919B1E,5,Absolutely love it! Best purchase ever.,2022-10-25,27
REV-B3ACE3B8,PROD-E55B2CB4,CUST-C8E8D38C,5,Absolutely love it! Best purchase ever.,2023-06-17,16
REV-FC224440,PROD-E55B2CB4,CUST-5EFB64C3,3,Gets the job done but could be better.,2022-07-05,3
REV-35832AFC,PROD-0637C0D8,CUST-D28048C0,3,Gets the job done but could be better.,2024-11-12,21
REV-C9D7E579,PROD-010E83D4,CUST-36D6AC56,5,Absolutely love it! Best purchase ever.,2024-04-22,20
REV-2C6613CA,PROD-E6123478,CUST-3449F549,5,"Top quality product, fast delivery.",2024-06-28,6
REV-1DCFCBD4,PROD-85AB6E7B,CUST-31B9C837,2,Had some issues out of the box.,2023-07-24,30
REV-EAB9467F,PROD-9A5F63AA,CUST-48A17AF8,1,Terrible customer support.,2023-04-24,47
REV-D315E09B,PROD-8F134EA0,CUST-A56D54BF,4,"Very good product, minor packaging issue.",2024-10-28,25
REV-23430B58,PROD-84BE239B,CUST-6D51D533,4,"Works as described, happy with it.",2022-10-10,8
REV-5E3D7FC9,PROD-66419DA1,CUST-3529C9BB,5,Absolutely love it! Best purchase ever.,2023-04-24,14
REV-659664D1,PROD-F42CBE35,CUST-212175F7,5,Exceeded my expectations completely.,2024-04-11,11
REV-E1F09CB3,PROD-51E64CDE,CUST-00A64FF6,1,"Very poor quality, not recommended.",2022-09-06,42
REV-88B428BF,PROD-F2B52A80,CUST-672DFF96,5,Absolutely love it! Best purchase ever.,2022-09-25,48
REV-8D0233FE,PROD-6ACBDFF5,CUST-DE7B5A47,3,Okay for the price.,2023-01-15,36
REV-8912A1DE,PROD-F5D61492,CUST-80919B1E,2,"Not as described, expected better.",2023-06-08,11
REV-50C115D5,PROD-AF5D54EE,CUST-B847C4BA,4,"Works as described, happy with it.",2022-11-10,15
REV-1E0B9E1C,PROD-C2BB799F,CUST-F007DE79,5,Perfect fit and great build quality.,2024-04-26,18
REV-730F6CDD,PROD-AB1FF945,CUST-43532D2D,3,Okay for the price.,2023-10-26,25
REV-564FDFB4,PROD-97EA55D8,CUST-51DD227A,3,Gets the job done but could be better.,2023-08-13,50
REV-6F3C5995,PROD-53B9F729,CUST-EEB3F9BB,1,Complete waste of money.,2023-08-14,12
REV-71683C87,PROD-0637C0D8,CUST-F01868AB,3,Decent quality.,2023-02-09,27
REV-45CEF5A5,PROD-D58C3016,CUST-12D3C02B,5,Exceeded my expectations completely.,2023-03-11,42
REV-0342F0FD,PROD-E24F5BD8,CUST-7EDB390D,4,"Solid product, would recommend.",2024-09-28,14
REV-0A9740F0,PROD-71C4E5EF,CUST-F007DE79,4,"Works as described, happy with it.",2023-06-28,25
REV-0A4F3AE8,PROD-010E83D4,CUST-EFA73A12,4,"Very good product, minor packaging issue.",2023-03-01,31
REV-52F04107,PROD-60974ED2,CUST-17F27F62,5,Exceeded my expectations completely.,2023-06-14,50
REV-A2F92CEA,PROD-A4CCDFA3,CUST-5A3A680D,3,Gets the job done but could be better.,2023-08-01,19
REV-1E725D0D,PROD-D58C3016,CUST-FBC46F20,2,Okay but overpriced.,2023-01-11,15
REV-DD476BBF,PROD-CD51CEBB,CUST-C89E76BB,4,Good value for money.,2022-11-11,18
REV-65443082,PROD-ECFDE58F,CUST-CA18B190,5,Perfect fit and great build quality.,2023-08-19,46
REV-41276CE6,PROD-F5D61492,CUST-641A0356,3,Okay for the price.,2023-12-27,37
REV-D889E058,PROD-6C8C7B4E,CUST-72D241B0,4,Good value for money.,2024-07-05,15
REV-69B624F5,PROD-E55B2CB4,CUST-1895B133,3,Gets the job done but could be better.,2023-10-19,37
REV-1D007DB4,PROD-677D768A,CUST-641A0356,3,Gets the job done but could be better.,2022-08-23,10
REV-80E3ECEB,PROD-661FE965,CUST-7FB6D1EF,4,"Works as described, happy with it.",2024-07-02,40
REV-4106DFF7,PROD-8B0DE042,CUST-65E79A70,4,Good value for money.,2023-01-04,42
REV-14955903,PROD-7D011775,CUST-70A90294,3,Gets the job done but could be better.,2023-02-08,42
REV-80EF9938,PROD-6C8C7B4E,CUST-580E9DD2,4,"Very good product, minor packaging issue.",2023-07-08,46
REV-FBAD2661,PROD-9D1B6633,CUST-DDDEB6F6,4,"Solid product, would recommend.",2024-01-26,40
REV-964AB42B,PROD-D33AB38C,CUST-8EB3361A,3,"Average product, nothing special.",2023-07-31,6
REV-3A6428BD,PROD-8B0DE042,CUST-19070333,4,"Very good product, minor packaging issue.",2022-09-12,25
REV-CDA27085,PROD-A4CCDFA3,CUST-F135F62A,5,Exceeded my expectations completely.,2024-05-12,29
REV-12774B43,PROD-84BE239B,CUST-C60D0C30,2,Had some issues out of the box.,2024-09-03,13
REV-C3F2A2A7,PROD-51E64CDE,CUST-1547474C,4,"Solid product, would recommend.",2024-05-08,10
REV-78F03CAD,PROD-187B16A7,CUST-ACE63D16,5,Absolutely love it! Best purchase ever.,2023-03-08,34
REV-652764BF,PROD-465980E0,CUST-F10F432C,4,"Very good product, minor packaging issue.",2023-12-22,8
REV-ECB2AA76,PROD-66419DA1,CUST-E1AFF3AB,4,"Works as described, happy with it.",2022-09-29,8
REV-F5DDD441,PROD-44834CB1,CUST-513C4F9A,5,Exceeded my expectations completely.,2024-01-28,49
REV-0714CB33,PROD-0CC2B486,CUST-513C4F9A,3,Okay for the price.,2023-04-28,41
REV-82680053,PROD-8F134EA0,CUST-4308FB13,3,Okay for the price.,2023-07-03,44
REV-74E7E191,PROD-6EA27620,CUST-6D51D533,3,Okay for the price.,2024-02-03,6
REV-BD69F8AE,PROD-CD51CEBB,CUST-7F4354A9,4,Good value for money.,2022-06-12,13
REV-DD918515,PROD-5FE65A3B,CUST-08BD49EF,4,"Very good product, minor packaging issue.",2024-04-14,7
REV-42E12AAD,PROD-6C8C7B4E,CUST-BD75547B,3,Gets the job done but could be better.,2024-06-05,18
REV-0D5F4DDE,PROD-71C4E5EF,CUST-0F509F24,4,"Solid product, would recommend.",2023-09-06,43
REV-678FBDBC,PROD-7D011775,CUST-4AD22C0C,1,Broke after one week.,2023-05-03,14
REV-C7EE0C07,PROD-8D72CF50,CUST-B074C517,4,"Solid product, would recommend.",2022-09-19,10
REV-BBFD822E,PROD-5FE65A3B,CUST-0371CE4A,3,"Average product, nothing special.",2023-07-16,49
REV-500E79B6,PROD-A297628B,CUST-07B479CA,5,"Top quality product, fast delivery.",2024-06-18,37
REV-8D4AEE62,PROD-31695DC7,CUST-A70CB981,1,Broke after one week.,2023-01-24,17
REV-D4F10D13,PROD-AB1FF945,CUST-4F3606C9,5,Perfect fit and great build quality.,2024-10-01,30
REV-06C8751C,PROD-F8706B59,CUST-7D897851,4,Good value for money.,2023-11-29,50
REV-4C9387B8,PROD-F2B52A80,CUST-29051638,2,Okay but overpriced.,2022-08-30,46
REV-40D88C37,PROD-E24CB8A4,CUST-66F6D161,2,Had some issues out of the box.,2023-10-19,38
REV-3B336910,PROD-E24CB8A4,CUST-E57B9FE0,3,"Average product, nothing special.",2022-09-15,25
REV-8DDBB55C,PROD-44834CB1,CUST-70A3C4C0,1,"Very poor quality, not recommended.",2024-07-30,1
REV-15791291,PROD-C22492DC,CUST-F135F62A,1,Broke after one week.,2024-12-02,2
REV-0F54BB05,PROD-F9231922,CUST-C3BABFE9,3,Gets the job done but could be better.,2024-10-21,26
REV-2B8818CA,PROD-6EA27620,CUST-83E9CBD2,5,Absolutely love it! Best purchase ever.,2024-07-05,4
REV-16BEC2A9,PROD-D33AB38C,CUST-70AADADD,5,Exceeded my expectations completely.,2023-03-26,9
REV-2530023F,PROD-E55B2CB4,CUST-66CCB242,2,Okay but overpriced.,2023-04-06,35
REV-4C6C0141,PROD-85AB6E7B,CUST-1547474C,3,Okay for the price.,2023-04-23,12
REV-F02FC3B1,PROD-8FD1797E,CUST-C76EB422,2,Had some issues out of the box.,2024-01-01,42
REV-04F96319,PROD-F42CBE35,CUST-3020A8C9,2,"Not as described, expected better.",2024-12-29,34
REV-AA8434A7,PROD-31695DC7,CUST-65E79A70,4,"Solid product, would recommend.",2022-09-10,44
REV-671F0BEC,PROD-510DD867,CUST-82072AC3,5,Exceeded my expectations completely.,2024-11-14,8
REV-CA4B6EC2,PROD-BFF3526B,CUST-EEB3F9BB,5,"Top quality product, fast delivery.",2024-10-15,1
REV-C8D9DF82,PROD-97EA55D8,CUST-FF04FDC2,5,Perfect fit and great build quality.,2024-04-16,0
REV-4DDC6957,PROD-ABEABAEB,CUST-1E552254,3,"Average product, nothing special.",2023-03-24,5
REV-70EC77D3,PROD-6ACBDFF5,CUST-0FF25348,2,Okay but overpriced.,2023-04-21,8
REV-7A1AF424,PROD-E24CB8A4,CUST-F24E556E,5,Exceeded my expectations completely.,2023-08-21,30
REV-750B5849,PROD-7DFE211B,CUST-44D75839,5,Perfect fit and great build quality.,2023-03-29,27
REV-893EFF84,PROD-E24CB8A4,CUST-8701EFC9,3,"Average product, nothing special.",2022-07-09,40
REV-C24F8B8F,PROD-A80DF571,CUST-77EE3ECE,4,"Very good product, minor packaging issue.",2024-04-04,24
REV-1DA764BF,PROD-5FE65A3B,CUST-5B1F53D3,2,"Not as described, expected better.",2023-02-11,41
REV-FA0AE736,PROD-A33EDC24,CUST-D540071F,3,"Average product, nothing special.",2022-08-17,45
REV-2D3230DB,PROD-010E83D4,CUST-F637CE5E,3,Decent quality.,2022-07-23,26
REV-F11BD36D,PROD-8BC4BBBB,CUST-8B15ED68,4,"Works as described, happy with it.",2023-07-03,4
REV-96095555,PROD-C2BB799F,CUST-D4D849B7,4,Good value for money.,2023-05-12,10
REV-1223A545,PROD-6EFF520C,CUST-0487E461,5,Perfect fit and great build quality.,2024-06-27,19
REV-97D46725,PROD-187B16A7,CUST-00A64FF6,5,"Top quality product, fast delivery.",2023-03-17,31
REV-D2B0E348,PROD-3AD6D727,CUST-8E59FFB9,5,Perfect fit and great build quality.,2024-01-19,34
REV-DBE1DB9F,PROD-A80DF571,CUST-5417B9A7,4,Good value for money.,2023-08-11,24
REV-A359251B,PROD-1013CB12,CUST-B1AC79AB,4,"Works as described, happy with it.",2022-07-30,1
REV-8A96F287,PROD-F42CBE35,CUST-E1B5E26D,4,Good value for money.,2023-08-18,28
REV-1A048BC6,PROD-6EA27620,CUST-E43BB839,3,Decent quality.,2023-06-08,49
REV-2F6B113B,PROD-8F134EA0,CUST-D9CB0086,4,"Works as described, happy with it.",2023-09-03,40
REV-8A198908,PROD-CBD3D5EF,CUST-7AA1330B,5,Perfect fit and great build quality.,2023-07-19,8
REV-A8AE8FC0,PROD-E24F5BD8,CUST-085AF52B,5,"Top quality product, fast delivery.",2022-06-27,16
REV-2293B96B,PROD-6A13D41F,CUST-4F3606C9,4,"Very good product, minor packaging issue.",2024-04-10,2
REV-EFFE918D,PROD-66419DA1,CUST-51F8657D,2,"Not as described, expected better.",2022-06-06,24
REV-B8358F4F,PROD-661FE965,CUST-7F4354A9,4,"Works as described, happy with it.",2023-02-22,2
REV-C1F03E36,PROD-A4CCDFA3,CUST-334365C9,5,Absolutely love it! Best purchase ever.,2024-11-14,0
REV-843749D7,PROD-6C8C7B4E,CUST-53646B56,1,"Very poor quality, not recommended.",2024-04-19,17
REV-53016A1D,PROD-BFF3526B,CUST-70B308FB,5,Exceeded my expectations completely.,2023-12-02,9
REV-7224A9DF,PROD-6C8C7B4E,CUST-3449F549,1,Broke after one week.,2023-10-27,46
REV-E38DD535,PROD-A33EDC24,CUST-BE03F72A,2,"Not as described, expected better.",2022-10-22,14
REV-DE6F65D8,PROD-8F134EA0,CUST-DA6736B5,2,"Not as described, expected better.",2023-12-22,9
REV-B8184EEE,PROD-6ACBDFF5,CUST-4E82A6A2,3,Gets the job done but could be better.,2023-05-01,9
REV-D37376A3,PROD-4CA1DF0A,CUST-55450CA1,4,Good value for money.,2022-07-03,0
REV-353D42A8,PROD-8D72CF50,CUST-FC2984D5,3,Decent quality.,2023-09-07,38
REV-85CC6D95,PROD-F5D61492,CUST-568656F5,5,Absolutely love it! Best purchase ever.,2024-05-22,7
REV-24C6459C,PROD-A33EDC24,CUST-99577116,5,Absolutely love it! Best purchase ever.,2024-09-23,49
REV-E6EFC756,PROD-9A5F63AA,CUST-0FDDA671,3,Gets the job done but could be better.,2022-10-28,10
REV-C5088ADA,PROD-DF356D3A,CUST-9D9BE574,5,Exceeded my expectations completely.,2024-09-23,0
REV-E3FB471F,PROD-8BC4BBBB,CUST-9A0358BF,5,Absolutely love it! Best purchase ever.,2024-03-16,44
REV-4942A0C3,PROD-E24F5BD8,CUST-7D897851,5,Perfect fit and great build quality.,2023-12-22,2
REV-F539C3B3,PROD-0E074139,CUST-B33CCF95,4,"Works as described, happy with it.",2022-06-30,8
REV-1B1BB58C,PROD-17DF18B5,CUST-672DFF96,5,Absolutely love it! Best purchase ever.,2022-06-25,19
REV-D319738C,PROD-44834CB1,CUST-36D6AC56,2,Okay but overpriced.,2023-02-04,19
REV-C5530D9E,PROD-010E83D4,CUST-9B97F9A4,2,"Not as described, expected better.",2024-08-14,48
REV-4A560AD2,PROD-BFF3526B,CUST-75E094B9,4,Good value for money.,2023-03-22,30
REV-BCBD8CA4,PROD-CBD3D5EF,CUST-55259643,4,"Works as described, happy with it.",2023-12-16,2
REV-B8B8FBF1,PROD-A4CCDFA3,CUST-BD4DDF9A,3,Okay for the price.,2022-06-24,24
REV-2DBB8137,PROD-A33EDC24,CUST-A5D35B0D,3,"Average product, nothing special.",2024-04-20,14
REV-5B4B37EE,PROD-CD51CEBB,CUST-F24E556E,4,"Very good product, minor packaging issue.",2024-04-14,9
REV-CC729090,PROD-3CD1952C,CUST-FC2984D5,2,Had some issues out of the box.,2023-02-12,15
REV-0A8AB556,PROD-6EA27620,CUST-049A4350,5,Absolutely love it! Best purchase ever.,2023-04-23,21
REV-7CA0585C,PROD-A33EDC24,CUST-83E9CBD2,4,"Solid product, would recommend.",2024-08-12,23
REV-5474CC21,PROD-C22492DC,CUST-C89E76BB,4,"Very good product, minor packaging issue.",2023-12-10,48
REV-B01BC398,PROD-5FE65A3B,CUST-8F3B6F9D,3,"Average product, nothing special.",2024-10-02,26
REV-467090D9,PROD-8BC4BBBB,CUST-7E51E448,4,"Very good product, minor packaging issue.",2024-05-07,19
REV-20CC9CBE,PROD-85AB6E7B,CUST-8EF98BD8,4,"Solid product, would recommend.",2022-06-16,24
REV-46ACCB5E,PROD-0637C0D8,CUST-6803B1B9,2,Okay but overpriced.,2023-08-05,29
REV-92FB24BF,PROD-928A2A8B,CUST-0487E461,3,Decent quality.,2023-06-16,28
REV-E58A0FDF,PROD-31695DC7,CUST-F573AE61,5,"Top quality product, fast delivery.",2022-10-26,28
REV-F717D865,PROD-8B0DE042,CUST-46004E7A,4,"Very good product, minor packaging issue.",2023-04-03,37
REV-3047ECB3,PROD-8FD1797E,CUST-00A64FF6,5,"Top quality product, fast delivery.",2023-01-12,40
REV-9615C090,PROD-66419DA1,CUST-A70CB981,1,Complete waste of money.,2024-06-10,25
REV-69D10BCE,PROD-261E2C48,CUST-8FB674DF,4,"Solid product, would recommend.",2023-03-30,17
REV-A1140CBB,PROD-510DD867,CUST-7F4354A9,3,Okay for the price.,2023-04-27,0
REV-6D42B424,PROD-6D2426CB,CUST-28FF33A3,4,"Works as described, happy with it.",2024-12-09,16
REV-5D17F9ED,PROD-97EA55D8,CUST-95E92DA5,3,"Average product, nothing special.",2024-07-25,2
REV-F3AA9060,PROD-CBD3D5EF,CUST-4B532F33,3,Okay for the price.,2023-04-12,7
REV-A855869E,PROD-8EA520A4,CUST-0C20BB09,5,Perfect fit and great build quality.,2024-02-05,6
REV-AC9901B4,PROD-8EA520A4,CUST-13634CDC,3,Gets the job done but could be better.,2023-03-16,37
REV-1C0DA916,PROD-60974ED2,CUST-693B289D,5,Perfect fit and great build quality.,2023-12-29,24
REV-9DE446FD,PROD-66419DA1,CUST-71713398,1,Terrible customer support.,2023-09-07,3
REV-4CF7E00F,PROD-AB1FF945,CUST-1418A0A2,3,Okay for the price.,2024-02-26,50
REV-EDE40659,PROD-963421E3,CUST-B192AFB4,3,Decent quality.,2022-12-03,14
REV-696A5F5F,PROD-8159C0A4,CUST-8FB674DF,5,Exceeded my expectations completely.,2023-11-20,24
REV-AEF784C9,PROD-66419DA1,CUST-CC370973,3,Okay for the price.,2024-02-10,27
REV-483F4C62,PROD-3CD1952C,CUST-3DFF790B,4,"Very good product, minor packaging issue.",2023-08-28,10
REV-EDDBB959,PROD-9D1B6633,CUST-F019CEC4,2,"Not as described, expected better.",2024-02-05,8
REV-6A566A73,PROD-1001130C,CUST-F8244B1E,5,Absolutely love it! Best purchase ever.,2023-07-23,29
REV-4CEBF0DC,PROD-6EFF520C,CUST-FF04FDC2,4,"Very good product, minor packaging issue.",2023-06-03,43
REV-C019D4AB,PROD-6EFF520C,CUST-5CAAD97D,3,Gets the job done but could be better.,2023-06-27,38
REV-94CC7B02,PROD-187B16A7,CUST-6B7FC470,3,Okay for the price.,2022-10-08,22
REV-E0EEF04E,PROD-AB1FF945,CUST-CC99A501,5,Exceeded my expectations completely.,2024-01-22,10
REV-D5F4F2A7,PROD-97EA55D8,CUST-BEEB0CF1,4,Good value for money.,2022-06-08,11
REV-65CB933B,PROD-661FE965,CUST-80E21C8B,3,"Average product, nothing special.",2022-09-17,36
REV-377307FC,PROD-84BE239B,CUST-8D17B615,3,Decent quality.,2024-02-24,14
REV-3932D25A,PROD-99030BD0,CUST-9B7F4C67,4,"Very good product, minor packaging issue.",2022-06-03,3
REV-194A01E1,PROD-6D2426CB,CUST-E5990E88,4,Good value for money.,2023-08-15,6
REV-181D7FF6,PROD-6D2426CB,CUST-F6DA48E5,4,Good value for money.,2023-06-21,45
REV-0764E61D,PROD-66419DA1,CUST-FDFC002F,5,Perfect fit and great build quality.,2022-08-05,32
REV-B76E68F9,PROD-4CA1DF0A,CUST-77EE3ECE,5,"Top quality product, fast delivery.",2022-06-03,46
REV-27A7F28F,PROD-3CD1952C,CUST-6CABAEC4,4,"Works as described, happy with it.",2023-01-19,0
REV-66120E5B,PROD-A33EDC24,CUST-F49D95BF,3,Okay for the price.,2022-10-18,47
REV-2B6A93E5,PROD-60974ED2,CUST-63214E32,3,Gets the job done but could be better.,2023-09-20,50
REV-0F072694,PROD-E24CB8A4,CUST-D540071F,4,Good value for money.,2023-06-21,18
REV-FE083E85,PROD-44834CB1,CUST-E17F282D,4,"Works as described, happy with it.",2023-08-29,0
REV-B256E87B,PROD-790E63A6,CUST-523ECF2A,5,"Top quality product, fast delivery.",2024-07-15,22
REV-CC28406C,PROD-A80DF571,CUST-FDFC002F,3,"Average product, nothing special.",2024-12-29,5
REV-0A37172B,PROD-510DD867,CUST-A154EDC2,4,"Solid product, would recommend.",2024-05-29,27
REV-96AC9E23,PROD-A33EDC24,CUST-7EDB390D,3,Gets the job done but could be better.,2024-03-25,48
REV-3FFB4FE0,PROD-DADF29A3,CUST-31B9C837,4,"Works as described, happy with it.",2023-12-20,5
REV-7B705693,PROD-8159C0A4,CUST-4D900DB0,5,Absolutely love it! Best purchase ever.,2023-07-22,42
REV-1150F074,PROD-3CD1952C,CUST-1547474C,2,"Not as described, expected better.",2022-10-14,15
REV-2C8914BC,PROD-AF5D54EE,CUST-0AAE5BC2,2,Had some issues out of the box.,2024-03-03,35
REV-17F8B11F,PROD-0CC2B486,CUST-A35384D9,4,"Solid product, would recommend.",2024-03-06,30
REV-B42F75D3,PROD-F8706B59,CUST-F007DE79,4,"Works as described, happy with it.",2022-10-17,9
REV-AE9E1126,PROD-99030BD0,CUST-AC8C4B83,3,Decent quality.,2024-01-21,9
REV-5615A019,PROD-E6123478,CUST-B1E36108,2,Okay but overpriced.,2024-03-24,32
REV-F6419E0F,PROD-8B0DE042,CUST-48B77AE5,4,"Solid product, would recommend.",2022-08-25,5
REV-F9A737F4,PROD-85AB6E7B,CUST-55450CA1,3,Decent quality.,2022-12-15,1
REV-49E92FD9,PROD-84BE239B,CUST-CA2CA84E,1,Terrible customer support.,2024-07-31,15
REV-099CBA55,PROD-6ACBDFF5,CUST-DDDEB6F6,4,"Works as described, happy with it.",2024-11-11,15
REV-FFB8A315,PROD-E24CB8A4,CUST-E43BB839,5,Exceeded my expectations completely.,2023-02-21,27
REV-C29FD1E6,PROD-1013CB12,CUST-672DFF96,3,Gets the job done but could be better.,2023-06-25,39
REV-DB5990D1,PROD-465980E0,CUST-F1E8BF1D,3,Decent quality.,2022-09-14,31
REV-A6F10ED5,PROD-E55B2CB4,CUST-977374FB,4,"Solid product, would recommend.",2023-07-28,21
REV-40DCEB46,PROD-8EA520A4,CUST-8F3B6F9D,4,"Works as described, happy with it.",2024-12-28,33
REV-99CB3F7C,PROD-BFF3526B,CUST-7F2AFB08,2,Okay but overpriced.,2024-04-14,1
REV-E6E73D95,PROD-4CA1DF0A,CUST-97A90057,5,Perfect fit and great build quality.,2023-07-08,18
REV-80D6D866,PROD-0CC2B486,CUST-FC3B15A3,3,Okay for the price.,2024-11-09,23
REV-35117E46,PROD-8F134EA0,CUST-32882E29,2,"Not as described, expected better.",2023-03-14,20
REV-1F0BD890,PROD-8B0DE042,CUST-B807180B,5,Exceeded my expectations completely.,2023-10-14,23
REV-42C45879,PROD-9A5F63AA,CUST-75E094B9,4,"Solid product, would recommend.",2024-02-19,30
REV-53ED6706,PROD-53B9F729,CUST-DE99F4A6,5,Perfect fit and great build quality.,2023-11-06,18
REV-17891488,PROD-261E2C48,CUST-71713398,4,Good value for money.,2024-09-11,36
REV-AA9CFCD3,PROD-7DFE211B,CUST-C3BABFE9,3,"Average product, nothing special.",2022-06-23,19
REV-16F19851,PROD-E6123478,CUST-13634CDC,4,"Very good product, minor packaging issue.",2023-07-29,37
REV-AE559429,PROD-A297628B,CUST-46004E7A,2,Okay but overpriced.,2023-06-28,34
REV-DC206E8B,PROD-AF5D54EE,CUST-D5A81739,5,Absolutely love it! Best purchase ever.,2024-11-04,26
REV-8C8CBFD4,PROD-928A2A8B,CUST-F19BC959,5,Perfect fit and great build quality.,2024-05-29,31
REV-17FAB545,PROD-F5D61492,CUST-9C385E3B,3,Decent quality.,2024-05-20,1
REV-5B00D561,PROD-CD51CEBB,CUST-0D4F68FD,4,"Works as described, happy with it.",2023-02-19,43
REV-3C31674F,PROD-E6123478,CUST-9CF6F0F8,5,Exceeded my expectations completely.,2024-01-11,7
REV-8D721F18,PROD-7DFE211B,CUST-F80F0A1F,3,"Average product, nothing special.",2022-12-08,9
REV-D37E3636,PROD-9D1B6633,CUST-7D9BAFCC,5,Perfect fit and great build quality.,2023-09-16,35
REV-C36FA288,PROD-187B16A7,CUST-5B1F53D3,5,"Top quality product, fast delivery.",2023-10-18,46
REV-2E8CB920,PROD-E6123478,CUST-36A794A2,4,"Very good product, minor packaging issue.",2024-11-01,33
REV-5409FC89,PROD-0637C0D8,CUST-722EC527,3,"Average product, nothing special.",2022-12-26,14
REV-E29615F9,PROD-DF356D3A,CUST-FB50AA4B,4,"Very good product, minor packaging issue.",2023-03-27,28
REV-5250CE58,PROD-8F134EA0,CUST-0EEE8D5B,4,"Works as described, happy with it.",2022-12-15,28
REV-DDA44CBC,PROD-85AB6E7B,CUST-BAB7A25E,4,"Very good product, minor packaging issue.",2024-01-03,44
REV-5A218C21,PROD-9A5F63AA,CUST-7212DDAD,5,Perfect fit and great build quality.,2023-10-13,25
REV-7C44EE0D,PROD-0CC2B486,CUST-5EFB64C3,5,Perfect fit and great build quality.,2022-12-19,26
REV-7797A5A9,PROD-E6123478,CUST-80396738,4,"Solid product, would recommend.",2022-12-23,0
REV-82523CA3,PROD-E6123478,CUST-A91835A3,2,"Not as described, expected better.",2022-06-28,3
REV-5BD5950A,PROD-ABEABAEB,CUST-B192AFB4,5,"Top quality product, fast delivery.",2022-10-08,24
REV-936EE613,PROD-0E06F972,CUST-53A1D623,5,Exceeded my expectations completely.,2024-07-10,13
